 source |                         filename                         | entry |         scope         | parentid | property |  reftype   |    refvalue    | dblabel | dbcode  |   reftypelabel    | reftypecode 
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_02.xml        |     0 | experimentDescription | 2313304  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_03.xml        |     0 | experimentDescription | 2325395  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_04.xml        |     0 | experimentDescription | 2337522  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_06.xml        |     0 | experimentDescription | 2361805  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_08.xml        |     0 | experimentDescription | 2386059  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_07.xml        |     0 | experimentDescription | 2373925  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_12.xml        |     0 | experimentDescription | 2434665  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_10.xml        |     0 | experimentDescription | 2410334  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_11.xml        |     0 | experimentDescription | 2422472  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_09.xml        |     0 | experimentDescription | 2398186  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_24.xml        |     0 | experimentDescription | 2580307  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_13.xml        |     0 | experimentDescription | 2446849  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_14.xml        |     0 | experimentDescription | 2458925  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_15.xml        |     0 | experimentDescription | 2471034  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_16.xml        |     0 | experimentDescription | 2483137  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_17.xml        |     0 | experimentDescription | 2495265  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_18.xml        |     0 | experimentDescription | 2507377  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_19.xml        |     0 | experimentDescription | 2519541  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_20.xml        |     0 | experimentDescription | 2531743  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_22.xml        |     0 | experimentDescription | 2556039  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_23.xml        |     0 | experimentDescription | 2568156  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_21.xml        |     0 | experimentDescription | 2543851  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_25.xml        |     0 | experimentDescription | 2592506  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_26.xml        |     0 | experimentDescription | 2604608  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_07.xml        |     0 | experimentDescription | 2681419  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_02.xml        |     0 | experimentDescription | 2640795  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_27.xml        |     0 | experimentDescription | 2616706  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_28.xml        |     0 | experimentDescription | 2628873  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_01.xml        |     0 | experimentDescription | 2632837  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_03.xml        |     0 | experimentDescription | 2648885  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_04.xml        |     0 | experimentDescription | 2657009  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_05.xml        |     0 | experimentDescription | 2665156  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_06.xml        |     0 | experimentDescription | 2673266  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_10.xml        |     0 | experimentDescription | 2705880  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_08.xml        |     0 | experimentDescription | 2689591  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_09.xml        |     0 | experimentDescription | 2697741  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_12.xml        |     0 | experimentDescription | 2722107  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_11.xml        |     0 | experimentDescription | 2714055  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_13.xml        |     0 | experimentDescription | 2730166  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_16.xml        |     0 | experimentDescription | 2754443  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_15.xml        |     0 | experimentDescription | 2746346  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_14.xml        |     0 | experimentDescription | 2738242  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_22.xml        |     0 | experimentDescription | 2803168  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_17.xml        |     0 | experimentDescription | 2762536  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_18.xml        |     0 | experimentDescription | 2770844  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_19.xml        |     0 | experimentDescription | 2778882  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_21.xml        |     0 | experimentDescription | 2795083  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_20.xml        |     0 | experimentDescription | 2786976  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_23.xml        |     0 | experimentDescription | 2811259  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_27.xml        |     0 | experimentDescription | 2844142  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_24.xml        |     0 | experimentDescription | 2819332  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_25.xml        |     0 | experimentDescription | 2827403  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-4_26.xml        |     0 | experimentDescription | 2835775  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32304108.xml                       |     0 | experimentDescription | 3705959  | bibref   | primaryRef | unassigned2353 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32612234_01.xml                    |     0 | experimentDescription | 3729442  | bibref   | primaryRef | unassigned2354 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32511376.xml                       |     0 | experimentDescription | 3730679  | bibref   | primaryRef | unassigned2358 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32612234_01.xml                    |     0 | experimentDescription | 3729438  | bibref   | primaryRef | unassigned2354 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32612234_01.xml                    |     0 | experimentDescription | 3729439  | bibref   | primaryRef | unassigned2354 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32612234_altmann-2020-6_02.xml     |     0 | experimentDescription | 3712865  | bibref   | primaryRef | unassigned2354 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32612234_altmann-2020-6_01.xml     |     0 | experimentDescription | 3706043  | bibref   | primaryRef | unassigned2354 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32900848.xml                       |     0 | experimentDescription | 3739777  | bibref   | primaryRef | unassigned2473 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32703818.xml                       |     0 | experimentDescription | 3744844  | bibref   | primaryRef | unassigned2496 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned104.xml                  |     0 | experimentDescription | 762715   | bibref   | primaryRef | unassigned104  | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1114.xml                 |     0 | experimentDescription | 1566655  | bibref   | primaryRef | unassigned1114 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1312_boldt-2016-1_01.xml |     0 | experimentDescription | 2853593  | bibref   | primaryRef | unassigned1312 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1256.xml                 |     0 | experimentDescription | 1799349  | bibref   | primaryRef | unassigned1256 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1256.xml                 |     0 | experimentDescription | 1799350  | bibref   | primaryRef | unassigned1256 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1256.xml                 |     0 | experimentDescription | 1799351  | bibref   | primaryRef | unassigned1256 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1312_boldt-2016-1_03.xml |     0 | experimentDescription | 2867264  | bibref   | primaryRef | unassigned1312 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1312_boldt-2016-1_02.xml |     0 | experimentDescription | 2860486  | bibref   | primaryRef | unassigned1312 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1513_02.xml              |     0 | experimentDescription | 3057872  | bibref   | primaryRef | unassigned1513 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned1513_01.xml              |     0 | experimentDescription | 3051028  | bibref   | primaryRef | unassigned1513 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2874_hu-2021-1_02.xml    |     0 | experimentDescription | 4010163  | bibref   | primaryRef | unassigned2874 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2874_hu-2021-1_01.xml    |     0 | experimentDescription | 4002298  | bibref   | primaryRef | unassigned2874 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2874_hu-2021-1_03.xml    |     0 | experimentDescription | 4017823  | bibref   | primaryRef | unassigned2874 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2874_hu-2021-1_04.xml    |     0 | experimentDescription | 4025351  | bibref   | primaryRef | unassigned2874 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2874_hu-2021-2_01.xml    |     0 | experimentDescription | 4030222  | bibref   | primaryRef | unassigned2874 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2874_hu-2021-2_02.xml    |     0 | experimentDescription | 4038087  | bibref   | primaryRef | unassigned2874 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned85.xml                   |     0 | experimentDescription | 749948   | bibref   | primaryRef | unassigned85   | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2874_hu-2021-2_03.xml    |     0 | experimentDescription | 4045747  | bibref   | primaryRef | unassigned2874 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2874_hu-2021-2_04.xml    |     0 | experimentDescription | 4053275  | bibref   | primaryRef | unassigned2874 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned2875.xml                 |     0 | experimentDescription | 4058213  | bibref   | primaryRef | unassigned2875 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned4.xml                    |     0 | experimentDescription | 334371   | bibref   | primaryRef | unassigned4    | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned85.xml                   |     0 | experimentDescription | 749943   | bibref   | primaryRef | unassigned85   | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned5.xml                    |     0 | experimentDescription | 105562   | bibref   | primaryRef | unassigned5    | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned85.xml                   |     0 | experimentDescription | 749944   | bibref   | primaryRef | unassigned85   | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned85.xml                   |     0 | experimentDescription | 749945   | bibref   | primaryRef | unassigned85   | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned85.xml                   |     0 | experimentDescription | 749946   | bibref   | primaryRef | unassigned85   | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/unassigned85.xml                   |     0 | experimentDescription | 749947   | bibref   | primaryRef | unassigned85   | pubmed  | MI:0446 | primary-reference | MI:0358
(241 rows)

